t_rel_s,cpu_pct,mem_pct,drop_rules
0.00,0.0,0.9,0
0.52,2.0,0.9,0
1.02,0.0,0.9,0
1.54,0.0,0.9,0
2.05,2.0,0.9,0
2.56,2.0,0.9,0
3.07,0.0,0.9,0
3.58,2.0,0.9,0
4.09,2.0,0.9,0
4.60,0.0,0.9,0
5.11,0.0,0.9,0
5.62,2.0,0.9,0
6.13,0.0,0.9,0
6.64,2.0,0.9,0
7.15,0.0,0.9,0
7.66,2.0,0.9,0
8.17,0.0,0.9,0
8.68,2.0,0.9,0
9.19,2.0,0.9,0
9.70,0.0,0.9,0
10.21,2.0,0.9,0
10.72,2.0,0.9,0
11.23,0.0,0.9,0
11.74,2.0,0.9,0
